title,description,status,update_log,Resource
Bakan Özer: 48 bin 457 öğrencimiz 71 ile naklini yaptırdı,"Milli Eğitim Bakanı Mahmut Özer, Kahramanmaraş merkezli depremlerden etkilenen illerden nakledilen öğrencilere yatılı ve burslu olarak pansiyon hizmeti verildiğini hatırlatarak, ""71 ildeki kapasitemiz 521 bin 735."" dedi.",1,X,TRT
Çin'de vahşi hayvan pazarları yeniden mi açıldı?,"Sosyal medyada paylaşılan bazı gönderilerde, Çin'de Covid-19 tehlikesine karşın vahşi hayvan pazarlarının yeniden açıldığı iddia edildi.",0,X,TeyitOrg-False
İnsanları enfekte eden NeoCov adlı yeni bir ölümcül virüs keşfedildi,NeoCoV Güney Afrika’daki yarasalarda keşfedildi. Virüs henüz insanlar arasında dolaşımda değil.,0,√,TeyitOrg-False
Fotoğrafın Taksim patlamasından oldu,İddiada yer alan fotoğraf 9 Ekim 2022 tarihinde İstanbul Fikirtepe'de bir apartmandaki patlamaya ait.,0,√,TeyitOrg-False
Bakan Karaismailoğlu: İstanbul'a eşsiz bir eser kazandırdık,"Bakan Karaismailoğlu, ""Bugün mühendisliğimizin eşsiz bir eseri olan ilk'lerin ve en'lerin projesi olarak tanımladığımız Kağıthane-Eyüp-İstanbul Havalimanı Metromuzu İstanbul'a kazandırıyoruz. İstanbul ile dev bir eseri ve muhteşem bir hizmeti daha buluşturuyoruz"" açıklamasını yaptı.",1,X,TRT
İncelemeler yoğunlaştırılacak: Dijital pazarlar mercek altında,"Rekabet Kurumu Başkanı Birol Küle, dijital pazarlar için sürdürdükleri inceleme ve soruşturmaları bu yıl tamamlamak için çalışacaklarını söyledi.",1,X,TRT
Bakan Dönmez: Bulgaristan üzerinden diğer komşu ülkelere gaz sevkiyatı söz konusu olabilir,"Enerji ve Tabii Kaynaklar Bakanı Fatih Dönmez, Bulgaristan ile imzalanan doğal gaz alanında işbirliği anlaşmasıyla sadece Bulgaristan değil, Bulgaristan üzerinden diğer komşu ülkelere de gaz sevkiyatının söz konusu olabileceğini söyledi.",1,X,TRT
Ramazan umresi turları için kayıtlar başladı,"Diyanet İşleri Başkanlığı, 2023 ramazan umresi turları için kayıtların başladığını duyurdu.",1,X,TRT
'Erbakan çok tehlikeli biri' sözleri Ruşen Çakır'a mı ait?,"Bir videoda, gazeteci Ruşen Çakır’ın eski başbakanlardan Necmettin Erbakan hakkında “Erbakan çok tehlikeli biri” şeklinde bir haber yaptığı iddia edildi.",0,X,TeyitOrg-False
Videonun Bangladeş'te akaryakıt zammına karşı protestoyu gösterdi,Video yeni değil ve güncel akaryakıt zamlarıyla da ilgisi yok. 2013 yılında Bangladeş’te kaydedilen görüntülerde başka bir protesto gösterisi var.,0,√,TeyitOrg-False
Temassız kartların ilk kullanımında şifre istenecek,"BDDK, temassız kartların müşteri bilgisi dışında kullanımının engellenmesi için ilk işlemlerde şifre girilmesinin sağlanması yönünde bankalara talimat verdi.",1,X,TRT
Fotoğrafın eski Mısır'da mumyalanan papağanları gösterdi,Fotoğrafta yer alan papağanlar gerçek değiller ve eski Mısırlılar tarafından mumyalanmamışlar. Bu bir sanat eseri.,0,√,TeyitOrg-False
"Cumhurbaşkanı Erdoğan: Tüm insanlığa sevginin, aşkın ve şefkatin diliyle sesleneceğiz","Cumhurbaşkanı Recep Tayyip Erdoğan, Hazreti Mevlana'nın 749. Vuslat Yıl Dönümü'ne ilişkin mesajında, ""Aşk medeniyetinin müntesipleri olarak önce kendi aramızda sevgiyi tesis edecek, ardından da komşularımızdan başlayarak tüm insanlığa sevginin, aşkın ve şefkatin diliyle sesleneceğiz"" ifadelerini kullandı.",1,X,TRT
Bakan Kurum: İkinci el evlere de destek olmak için çalışmalar yapacağız,"Çevre, Şehircilik ve İklim Değişikliği Bakanı Murat Kurum, önceliklerinin vatandaşın ev sahibi olması, diğer taraftan da yeni konut arzını artırmak, istihdamı-üretimi artırmak olduğunu söyledi. Kurum, ikinci el konutlarla ilgili de destek için çalışmalar yapılacağını vurguladı.",1,X,TRT
Videonun Erdoğan’ın güncel iftar davetine gidenleri gösterdi,Video 2018 yılında Zeytin Dalı operasyonu nedeniyle sınıra giden ünlülerin uçakta şarkı söylediği anları gösteriyor.,0,√,TeyitOrg-False
"Altun, PKK/YPG'yi ifşa eden araştırmacı Netjes'e ölüm tehdidine tepki gösterdi","İletişim Başkanı Fahrettin Altun, TRT World tarafından hazırlanan ""After the Rain: Families Seeking Justice"" belgeselinde terör örgütü PKK/YPG'nin karanlık yüzünü ifşa eden Hollandalı araştırmacı Rena Netjes'in ölümle tehdit edilmesine tepki gösterdi.",1,X,TRT
Fotoğrafın Sümela Manastırı’ndaki tahribatı gösterdi,"Sümela Manastırındaki tahribatı gösterdiği iddia edilen görsel doğru. Ancak tahribatın zamanı hakkında genel bir yargıya varmak güç. Aslında tahribat, yapı inşa edildiğinden bu yana sürüyor. ",1,√,TeyitOrg-True
Pınar Gültekin davası yeniden görülecek,"İzmir Bölge Adliye Mahkemesi 4. Ceza Dairesi, Pınar Gültekin cinayeti davasının istinafta yeniden görülmesine karar verdi.",1,X,TRT
İki yaşındaki bir çocuğun enjeksiyon yoluyla aldığı civa miktarı 100 gramdan 237 grama yükseldi,"Aşılarda, kitapta bahsedilen miktarda timerosal bulunmamaktadır. İki yaşındaki çocuğun aldığı civa miktarı ise yanlış bir iddiadır.",0,√,TeyitOrg-False
MSÜ ve e-YDS İngilizce sınavları ertelendi,"Ölçme Seçme ve Yerleştirme Merkezi Başkanlığı (ÖSYM), Milli Savunma Üniversitesi Askeri Öğrenci Aday Belirleme Sınavı'nın (2023-MSÜ) 2 Nisan'da, Elektronik Yabancı Dil Sınavı'nın (e-YDS 2023-2 İngilizce) ise 4 Mart'ta yapılacağını açıkladı.",1,X,TRT
Mescid-i Haram’da çekirge istilası yüzünden namaz kılınamadı,Sosyal medyada ve birçok internet sitesinde paylaşılan bir videoda Mekke’de yaşanan çekirge istilası nedeniyle Kâbe ve çevresinin etkilendiği iddia edildi.,0,√,TeyitOrg-False
 Fotoğrafın dünyada ilk telgraf hattının Osmanlı’da kurulduğunu gösterdi,"Dünyadaki ilk telgraf hattı 1844 yılında Amerika’da kuruldu. Osmanlı’da ilk telgraf hattının tarihi ise 1854.
",0,√,TeyitOrg-False
"Bakan Muş: Sivil araçlar çalışmaları aksatıyor, önceliğimiz hayat kurtarmak","Ticaret Bakanı Mehmet Muş, Adıyaman’da deprem bölgesindeki çalışmalara ilişkin açıklamalarda bulundu. Muş, ""Valiliğin olduğu caddeye sivil araçların gelmesi çalışmaları olumsuz etkilemekte. Vatandaşlarımızdan isteğimiz, şehir merkezine araçlarıyla gelmesinler. Önceliğimiz hayat kurtarmak "" açıklamasını yaptı.",1,X,TRT
"OECD, Türkiye'nin yüksek gelirli ülke olduğunu açıkladı iddiası doğru değil","Sabah'ta yer alan ve Cumhurbaşkanı Recep Tayyip Erdoğan'ın da dile getirdiği ""OECD Türkiye'nin yüksek gelirli ülke olduğunu açıkladı"" iddiası yanlış.",0,X,TeyitOrg-False
Videonun arabanın çarptığı kurt adamı gösterdigi ,"Bir arabanın çarptığı iki metre boyundaki kurt adamı gösterdiği iddiasıyla paylaşılan videodaki, film çekimi için tasarlanmış bir figür.",0,√,TeyitOrg-False
A Haber'in “A Haber’i izleyenler diğer kanalları izleyenlerden daha eyitimli” alt bandı kullandı,A Haber’in Memleket Meselesi programında “A Haber’i izleyenler diğer kanalları izleyenlerden daha eyitimli” şeklinde bir alt bant kullandığı iddia edildi.,0,√,TeyitOrg-False
Cumhurbaşkanı Erdoğan: Miçotakis eğer bir yanlış yapmaya kalkarsan Çılgın Türkler yürür,"Cumhurbaşkanı Recep Tayyip Erdoğan, Esenyurt Meydanı'nda düzenlenen Esenyurt Eğitim Kampüsü Temel Atma Töreni'nde konuştu. Erdoğan, ''Bak Miçotakis, yine sağda solda konuşuyorsun. Şunu iyi bil, eğer bir yanlış yapmaya kalkarsan, çılgın Türkler yürür bunu bilesin'' dedi.",1,X,TRT
Kur'an-ı Kerim'e saygısızlığa soruşturma,"Ankara Cumhuriyet Başsavcılığı, Danimarkalı siyasetçi Rasmus Paludan ve Pegida hareketi lideri Edwin Wagensveld hakkında resen soruşturma başlattı.",1,X,TRT
Sinan Ateş cinayeti soruşturmasında bir şüpheli daha tutuklandı,Eski Ülkü Ocakları Eğitim ve Kültür Vakfı Başkanı ve Hacettepe Üniversitesi Öğretim Üyesi Doç. Dr. Sinan Ateş cinayeti soruşturması kapsamında gözaltına alınan bir şüpheli daha tutuklandı.,1,X,TRT
“Seviye 4” verilebilecek en üst düzey alarm,"Merkez üssü Kahramanmaraş’ın Pazarcık ilçesi olan ve çok sayıda ilde hissedilen 7,7 büyüklüğündeki depremin ardından Türkiye Afet Müdahale Planı (TAMP) kapsamında “Seviye 4"" alarm ilan edildiği duyuruldu. Peki bu ne anlama geliyor? Afetlere müdahale seviyelerinin detaylarını araştırdık.",1,X,TRT
"Depremin 296. saatinde üç kişi kurtarıldı, çıkarılanlardan biri hayatını kaybetti","Hatay'ın merkez Antakya ilçesinde Kanatlı Apartmanı'nın enkazından biri çocuk 3 kişi depremin 296. saatinde çıkarıldı, 12 yaşındaki çocuk yapılan müdahaleye rağmen kurtarılamadı.",1,X,TRT
AK Parti MYK toplanıyor: İşte yılın ilk toplantısının gündemi...,"AK Parti Merkez Yürütme Kurulu, Cumhurbaşkanı Recep Tayyip Erdoğan başkanlığında toplanacak. Yeni yılın ilk toplantısında 2023 seçimlerine ilişkin çalışmaların yanı sıra Meclis gündemi ve ekonomideki gelişmeler ele alınacak.",1,X,TRT
Burs ve Öğrenim Kredisi sonuçları açıklandı,"Gençlik ve Spor Bakanı Mehmet Kasapoğlu, GSB Burs ve Öğrenim Kredisi sonuçlarının açıklandığını duyurdu.",1,X,TRT
Bakan Özer 71 il milli eğitim müdürüyle toplantı yaptı,"Milli Eğitim Bakanı Mahmut Özer, 71 ilin milli eğitim müdürleriyle deprem gündemli çevrim içi toplantı gerçekleştirdi.",1,X,TRT
Videonun Rusya'nın Ukrayna'ya hava saldırılarından birini gösterdi,"Ukrayna’da bir hava saldırısını gösterdiği sanılan videodaki görüntüler gerçek değil, War Thunder isimli savaş oyunundan alınmış.",0,√,TeyitOrg-False
Pfizer & BioNTech’in geliştirdiği Covid-19 aşısının gönüllülerde yüz felcine neden oldu,FDA raporunda Pfizer & BioNTech aşısı olan gönüllülerden dördünde yüz felci görüldüğü belirtiliyor. Ancak yüz felcine aşının neden olduğuna dair kanıt yok.,0,√,TeyitOrg-False
İnterferon üretemeyenlerde Covid-19 aşısının işe yaramayacak,"İnterferon eksikliği toplumda çok nadir görülüyor, bu nedenle Covid-19 aşılarının etkinliğini etkilemesi söz konusu değil. İnterferon eksikliği yaşayanlardan bazıları da aşıyla bağışıklık geliştirebilir.
",0,√,TeyitOrg-False
MİT ve Emniyet'ten DEAŞ operasyonu: 8 terörist Hatay'da yakalandı,"Hatay'da, Milli İstihbarat Teşkilatı ve polislerce düzenlenen operasyonda, terör örgütü DEAŞ'ın sözde sahil tabur komutanı ""Abu Süleyman El Aşkar"" kod adlı Ahmed A.K. Ali'nin de aralarında bulunduğu 8 terörist yakalandı.",1,X,TRT
Videonun orduya katılmak için kızıyla vedalaşan Ukraynalı askeri gösterdi,"21 Şubat'ta yayınlanan video, sivillerin Gorlovka'dan Rusya'ya tahliyesini gösteriyor.",0,√,TeyitOrg-False
Videonun Bayburt'ta İstiklal Marşı okunurken ayağa kalkmayan protokolü gösterdi,"Paylaşılan videoda, Bayburt’un kurtuluş yıl dönümü etkinliklerinde protokol tribününün İstiklal Marşı okunduğu sırada yerinden kalkmadığı iddia edildi.",1,√,TeyitOrg-True
Fotoğrafın CHP mitinginde açılan pankartı gösterdi,Fotoğraftaki pankart Kuzey Kıbrıs Türk Cumhuriyeti’nin (KKTC) Başkenti Lefkoşa’da düzenlenen bir protestoda açılmış.,0,√,TeyitOrg-False
Fotoğrafın gerçek bir çocuk gelini gösterdi,Sosyal medyada Ağustos 2020'de paylaşılan bir fotoğrafın kız çocuğuyla evlenen yetişkin birini gösterdiği iddia edildi.,0,√,TeyitOrg-False
RTÜK Başkanlığına Ebubekir Şahin yeniden seçildi,Radyo ve Televizyon Üst Kurulu Başkanlığına Ebubekir Şahin yeniden seçildi. Başkan Vekili ise Orhan Karadaş oldu.,1,X,TRT
Türkiye'nin havadaki gücü perçinlendi,"Türk savunma sanayii bünyesinde yürütülen bir dizi projede 2022 yılında önemli aşamalar kaydedildi, Bayraktar Kızılelma, ilk uçuşunu gerçekleştirirken, Milli Muharip Uçak, son montaj hattına taşındı, Tayfun füzesi vitrine çıktı.",1,X,TRT
6 Mayıs tarihinde gökyüzünde görülen cisimlere dair,6 Mayıs tarihinde gökyüzünde görülen sıralı cisimler Starlink uyduları idi.,0,√,TeyitOrg-False
Videonun Kuzey Kore liderinin rüşvet yiyen bakanı infaz ettiğini gösterdi,Sosyal medyada yaygın bir biçimde paylaşılan videonun Kuzey Kore liderinin rüşvet yiyen bir bakanı infaz ettiğini gösterdiği iddia edildi.,0,√,TeyitOrg-False
Videonun Hindistan’da yakılan 5G kulesini gösterdi,Video 2018 yılından ve o tarihte Hindistan’da 5G teknolojisi henüz denenmemişti. Hindistan’ın herhangi bir yerinde şu anda da 5G kulesi yok.,0,√,TeyitOrg-False
Fotoğrafların Meksika’da deprem öncesi gökyüzünü gösterdi,Fotoğraflar Meksika’da meydana gelen depremin öncesindeki gökyüzünü göstermiyor. Britanyalı fotoğrafçı Paul M. Smith tarafından çeşitli tarihlerde ABD’de çekilmişler.,0,√,TeyitOrg-False
MSB'den operasyonlara destek veren helikopter pilotlarına ilişkin paylaşım,"Milli Savunma Bakanlığı, zorlu şartlarda operasyonlara destek veren helikopter pilotlarının görüntülerini, ""Her dağın zirvesi Mehmetçik"" etiketiyle paylaştı.",1,X,TRT
Sahte içki şebekesinin konuşmaları deşifre oldu: Detaylara TRT Haber ulaştı,"İstanbul'da sahte içki operasyonunda çökertilen iki şebekenin şifreli konuşmaları deşifre edildi. Şüphelilerin sahte içkiyi 'kazak-gömlek' diyerek kodladıkları, imalathaneye ise 'tekstil atölyesi' dedikleri tespit edildi. Baskınlarda, sahte içki formül defteri de ele geçirildi. Detaylara TRT Haber ulaştı.",1,X,TRT
"Camilerde ""Gün milletçe kenetlenme günüdür"" başlıklı hutbe okundu","10 ili etkileyen depremin ardından cuma namazında ""Gün, milletçe kenetlenme günüdür"" başlıklı hutbe okundu. Hutbede depremzedeler için yardım çağrısında bulunuldu.",1,X,TRT
Yenilenen resmi ilan fiyat tarifesi 1 Ocak'ta yürürlüğe girecek,"Basın İlan Kurumu (BİK) Genel Kurulu tarafından teklif edilen ve Cumhurbaşkanı Recep Tayyip Erdoğan tarafından onaylanan resmi ilan fiyat tarifesi, 1 Ocak'tan itibaren yürürlüğe girecek.",1,X,TRT
Fotoğrafın Kemal Kılıçdaroğlu’nun 'SSK özürlü kartını' gösterdi,Sosyal medyada paylaşılan bir görselin CHP lideri Kemal Kılıçdaroğlu’nun SSK genel müdürüyken sahip olduğu özürlü kartı gösterdiği iddia edildi.,0,√,TeyitOrg-False
Fotoğraftaki ailenin Suriye'den Türkiye'ye geldi,"Suriyeli ve Türkiye’de yaşadıkları iddia edilen aile, Filistinli ve Gazze’de yaşıyor. Görüntü 2013 yılında aile bir dernekten yardım aldığı esnada kaydedilmiş.",0,√,TeyitOrg-False
HDP'ye kapatma davası: Erteleme talebi bu hafta karara bağlanacak,"Anayasa Mahkemesi (AYM), Halkların Demokratik Partisinin (HDP) kapatılması istemli davada, partinin ""kapatma davasının seçim sonrasına bırakılması"" başvurusunu bu hafta karara bağlaması bekleniyor.",1,X,TRT
Cumhurbaşkanı Erdoğan'dan Regaib Kandili paylaşımı,"Cumhurbaşkanı Erdoğan, Regaib Kandili vesilesiyle sosyal medya hesabından paylaşımda bulundu.",1,X,TRT
Maskenin işe yaramadığı hatta zararlı oldu,"Maskenin koruyuculuğu yalnız takanla ilgili değil, amaç yayılımın önüne geçmek. Ayrıca genel nüfusun kullanması önerilen tıbbi ve kumaş maskelerin karbondioksit zehirlenmesine yol açması çok zor. ",0,√,TeyitOrg-False
TRT 1’in Türkiye Litvanya maçında atılan ‘Ülkede mülteci istemiyoruz’ sloganını kesti,"Medya Takip Merkezi ve Blu TV'de yer alan kayıtlara göre, yayıncı kurum TRT 1, “Ülkede mülteci istemiyoruz” sloganının sesini kısmamış. ",0,√,TeyitOrg-False
Fotoğrafın Sinem Şahin'i gösterdi,Sosyal medyada paylaşılan bir fotoğrafın 5 kişi tarafından tecavüze uğrayan ve sanıkları serbest bırakılan zihinsel engelli Sinem’i gösterdiği iddia edildi.,0,√,TeyitOrg-False
İzmir'deki Tarkan konserinin dünyanın en kalabalık ücretsiz beş konserinden biri oldu,9 Eylül 2022’de İzmir Gündoğdu Meydanı’nda yapılan Tarkan konserine katılımın 2 milyon olduğu ve bunun dünyanın en kalabalık beş konserinden biri olduğu iddia edilse de konser alanına  bu kadar kişinin sığması mümkün değil.,0,√,TeyitOrg-False
A Haber’in ‘dolar düştü yüzler güldü’ alt bandı kullandı,"Görsel montajlanmış. Eski tarihli orijinal görselde 5,71’e düşen doların durumu değerlendiriliyor.",0,√,TeyitOrg-False
Kızılay'ın hedefi günlük 50 konteyner,"Türk Kızılay tarafından Malatya'da kurulan Kızılay Sistem Yapı Fabrikası, Kahramanmaraş merkezli depremlerden etkilenenlere barınma imkanı sağlamak için günlük en az 50 konteyner üretim hedefiyle çalışmalarını hızlandırdı.",1,X,TRT
"İletişim Başkanlığı, Dezenformasyon Bülteni'ni yayımladı","İletişim Başkanlığınca, 5-11 Aralık'ı kapsayan Dezenformasyon Bülteni yayımlandı. Bültende, ""Aile Bakanlığı 2 yıldır neredeydi? 6 yaşında istismar edilen kadına sahip çıkmadı"" başlıklı iddianın gerçek dışı olduğu vurgulandı. Hatay'da, TOKİ'nin Türklere değil, Suriyelilere ev verdiği iddiasının doğru olmadığı belirtildi.",1,X,TRT
Videonun savaştan kaçan Azerbaycanlıları gösterdi,"Telegram üzerinde yayılan ve savaştan kaçan Azerbaycanlı “kurtarıcıları” gösterdiği iddia edilen video, 2014 yılında Türkiye’de kaydedilmiş.",0,√,TeyitOrg-False
Videonun İmamoğlu'nun Rize'de şehit yakınları tarafından yuhalandığını gösterdi,Video Samsun’da şampiyonluk kutlaması yapmak isteyen Trabzonspor taraftarlarını engellemeye çalışan Samsunspor taraftarlarını gösteriyor. Ses sonradan eklenmiş.,0,√,TeyitOrg-False
Videonun Uganda'da stadyumu tutturamayan paraşütçüleri gösterdi,Paraşütçülerin sahayı tutturamadığı görüntüler Uganda değil Honduras’ta kaydedilmiş.,0,√,TeyitOrg-False
ABD Yüksek Mahkemesi’nin evrensel Covid-19 aşılarını güvensiz diye iptal etti,ABD’de evrensel koronavirüs aşısı uygulaması yok ve yüksek mahkeme de böyle bir iptal kararı almadı. ABD’de Covid-19 aşı uygulaması devam ediyor.,0,√,TeyitOrg-False
Altun: Temiz bilgi için topyekün bir seferberlik başlatıyoruz,"İletişim Başkanı Fahrettin Altun, temiz bilgi için topyekün bir seferberlik başlatılacağını duyurdu. Bu kapsamda Dezenformasyon Bildirim Servisi uygulamasının tanıtım programının 7 Şubat'ta yapılacağını açıkladı.",1,X,TRT
Hayatını kaybedenlerin sayısı 40 bin 642'ye ulaştı,"AFAD Başkanı Yunus Sezer, Kahramanmaraş merkezli depremlerde 40 bin 642 kişinin hayatını kaybettiğini açıkladı.",1,X,TRT
Dışişleri Bakanı Çavuşoğlu taziyeleri kabul etti,"Dışişleri Bakanı Mevlüt Çavuşoğlu, Kahramanmaraş merkezli 7,7 ve 7,6 büyüklüğündeki depremleri nedeniyle birçok ülkeden taziye telefonlarını ve mesajlarını kabul etti.",1,X,TRT
Yunanistan'a kaçmaya çalışan 3 FETÖ'cü yakalandı,Milli Savunma Bakanlığı yasa dışı yollarla Yunanistan'a kaçmaya çalışan 3 kişinin yakalandığını duyurdu. Yapılan açıklamada yakalanan 3 kişinin FETÖ terör örgütü mensubu olduğu belirtildi.,1,X,TRT
Videonun kayak yapan bir kadını ayı kovaladığını gösterdi,Sosyal medyada paylaşılan bir videoda kayak yapan bir kadının çektiği görüntülerde arkasında onu kovalayan bir ayının görüldüğü iddia edildi.,0,√,TeyitOrg-False
"Fotoğrafın Yıldız Tilbe, Samuel Jackson ve Tarantino'yu birlikte gösterdi","Tahrif edilen fotoğrafta Yıldız Tilbe değil, Maria de Medeiros var. 47. Cannes Film Festivali’nde çekilen fotoğraf Pulp Fiction ekibini gösteriyor.",0,√,TeyitOrg-False
Koronavirüsün ortaya çıkışı hakkında iddialar içeren tweet zinciri,"Koronavirüs salgınının ikinci ayında, birçok iddia barındıran, alakasız kişi ve kurumları bir araya getiren tweet zinciri ortaya çıktı.",0,X,TeyitOrg-False
Kellogg’s mısır gevreğinin mastürbasyonu engellemek için üretildi,Sosyal medyada paylaşılan iddiaya göre Kelloggs’un ürettiği Corn Flakes adlı mısır gevreği mastürbasyonu engellemek için yaratıldı.,0,√,TeyitOrg-False
Fotoğrafın Fransız askerlerin Menbiç'ten çekilme anını gösterdi,"Sosyal medyada yer alan bir paylaşımdaki fotoğrafın, Barış Pınarı Harekatı sırasında Fransız askerlerin Menbiç'ten çekilme anını gösterdiği iddia edildi.",0,√,TeyitOrg-False
Cumhurbaşkanı Erdoğan: Başörtüsünde Meclis gereğini yapmazsa son söz milletindir,"Cumhurbaşkanı Erdoğan, başörtüsünün anayasayla güvence altına alınmasıyla ilgili, ""Şayet Meclisimiz üzerine düşeni yerine getirmezse son sözü milli irade söyleyecek, son kararı milletimiz verecektir"" açıklamasını yaptı.",1,X,TRT
Bakan Akar: İHA ve SİHA'larımız deprem bölgesinde sürekli faaliyette,"Milli Savunma Bakanı Hulusi Akar, deprem bölgesinin acil ihtiyacı olan arama kurtarma timlerinin, personel ve malzemesini bölgeye ulaştırmaya öncelik verdiklerini söyledi. Akar, 45 İHA ve SİHA'nın da bölgede sürekli faaliyet gösterdiğini belirtti.",1,X,TRT
Görüntünün bebek ornitorenke ait oldu,Sosyal medyada yapılan paylaşımlardaki fotoğrafın yavru bir ornitorengi gösterdiği iddia edildi. Ancak iddia yanlış. Görsel bir heykele ait.,0,√,TeyitOrg-False
Cumhurbaşkanı Erdoğan'dan Aleyna'nın ailesine telefon,"Cumhurbaşkanı Recep Tayyip Erdoğan, enkazdan 248 saat sonra kurtarılan Aleyna Ölmez’in ailesiyle telefonda görüştü.",1,X,TRT
NASA Güneş'e şempanze gönderecek,"Hürriyet, Milliyet gibi haber sitelerinde yer alan bir haberde NASA'nın Güneş'e şempanze göndereceği iddiasına yer verildi.",0,√,TeyitOrg-False
A Haber'in Türk Lirası ve Pakistan Rupisi hakkında alt bant kullandı,"Bir fotoğrafta, A Haber’in Türk Lirası’nın Pakistan rupisinden 25 kat daha değerli işlem gördüğüne dair bir alt bant kullandığını gösterdiği iddia edildi.",0,√,TeyitOrg-False
Türkiye’de ilk aşı kampanyasının 1985’te yapıldı,"Soner Yalçın tarafından yayımlanan Kara Kutu isimli kitapta yer alan bir paragrafta, Türkiye’deki ilk aşı kampanyasının Eylül 1985’te yapıldığı öne sürüldü.",0,√,TeyitOrg-False
Aşılarla insanlara maymun ve domuz geni enjekte edildi,Aşılarla çocuklara maymun ya da domuz geni enjekte edilmiyor. Bazı aşılara stabilizasyonu sağlamak amacıyla domuz jelatini ekleniyor ve bu madde DNA’ya nüfuz etmiyor. Bu her aşıda da yok; Türkiye’de aşılarda sığır jelatini kullanılıyor. Maymun hücreleri ise aşı geliştirilmesi için virüsün izole edilmesinde kullanılıyor; nihai üründe yer almıyor.,0,√,TeyitOrg-False
İSKİ'nin rögar kapağında Arapça 'Allah' yazdı,"Sosyal medyada paylaşılan ve Teyit’e ihbar olarak gelen bir gönderide, İSKİ’ye ait rögar kapaklarından birinde “Allah” yazdığı iddia edildi.",0,√,TeyitOrg-False
Depremlerde can kaybı 19 bin 388 oldu,"Cumhurbaşkanı Erdoğan, Kahramanmaraş merkezli depremlerde yaşamını yitirenlerin sayısının 19 bin 388, yaralı sayısının 77 bin 711 olduğunu açıkladı.",1,X,TRT
Videodakinin Boğaziçi Üniversitesi'nin yeni atanan rektörü Melih Bulu oldu,"Kim Milyoner Olmak İster isimli yarışma programında yarışan kişi Mustafa Soydaş isimli bir fizik öğretmeni. Görüntüler 2013 yılında kaydedilmiş.
",0,√,TeyitOrg-False
Tonlarca meyve sebzenin fiyatı düşmesin diye döküldüğünü gösterdiği söylenen görüntüler,Sosyal medyada sebze ve meyvelerin fiyatı düşmesin diye döküldüğü iddiasıyla paylaşılan bazı videolar eski tarihli.,0,X,TeyitOrg-False
Video Beyrut'taki patlamanın nedeninin füze olduğunu göstermiyor,"Sosyal medyada paylaşılan bir görüntüyle, Beyrut’ta 4 Ağustos 2020'de yaşanan patlamaya bir füzenin neden olduğu iddia edildi.",0,X,TeyitOrg-False
Fotoğraftaki kişinin Gülşen'i tutuklayan hakim oldu,"Gülşen hakkında tutuklama kararı veren hakimin ismi İbrahim Eroğlu. Ancak paylaşımlarda fotoğrafı bulunan kişi, AK Parti Afyonkarahisar İl Başkan Yardımcısı olan İbrahim Eroğlu. ",0,√,TeyitOrg-False
"4 ilde ""Eren Abluka Sonbahar Kış-18 Operasyonu"" başlatıldı","İçişleri Bakanı Süleyman Soylu, ""Şehit Jandarma Teğmen Hubeyib Turan""ın adı verilen operasyonda 3 bin 650 personelin görev aldığını açıkladı.",1,X,TRT
ABD ordusunun askerlere ‘zombi pandemisi’ isimli kitapçık dağıtarak eğitim verdi,"Videoda yer alan CDC logolu belge, yıllar önce acil durumlar için hazırlanan eğlenceli bir çizgi roman.",0,√,TeyitOrg-False
İstismar davasında yakalama kararı: Eski eş gözaltına alındı,"İstanbul'da küçük yaşta kız çocuğunun cinsel istismarı iddiasına ilişkin yargılanan sanıklardan Yusuf Ziya Gümüşel ve Kadir İstekli hakkında, tutuklamaya yönelik yakalama kararı çıkarıldı. İstekli, Pendik'te gözaltına alındı.",1,X,TRT
Videonun Umman'da doğum günü için balona bağlanıp düşen adamı gösterdi,"Sosyal medyada bir videonun, Umman’da balonlarla uçurulan ve balonlara bağlı iplerin kopmasıyla düşerek hayatını kaybeden bir adamı gösterdiği iddia edildi.",0,√,TeyitOrg-False
Ekrem İmamoğlu'na Papaz Makarios'un tablosunun hediye edildi,Hediye edilen tablonun Ekrem İmamoğlu’nun kendi portresi olduğu ve engelli bir vatandaş tarafından resmedildiği belirtiliyor. Fotoğrafın orijinalinde Ekrem İmamoğlu kendisine hediye edilen bu portreyle beraber poz veriyor.,0,√,TeyitOrg-False
The Simpsons'ın Sedat Peker videolarını önceden bildi,"The Simpsons dizisi, Sedat Peker videolarını önceden bilmedi. 2005 yılında yayınlanan bölümden alınan ekran görüntüsü montajlanmış.",0,√,TeyitOrg-False
İllüstrasyonun bir Arap karikatüriste ait oldu,"İllüstrasyon Arap bir karikatüriste değil, Türk ​​illüstratör Hakan Keleş’e ait.
",0,√,TeyitOrg-False
TBMM Başkanı Şentop: Türkiye olarak temel perspektifimiz insani bir bakış açısıdır,"Türkiye Büyük Millet Meclisi Başkanı Mustafa Şentop, Türkiye olarak, yıllardır uluslararası meselelere bakarken temel perspektiflerinin insanı esas alan bir bakış açısı olduğunu söyledi.",1,X,TRT
Çin’deki karantinayı gösteren videonun güncel oldu,Video Şubat 2020’de Çin’in Kunshan şehrinde kaydedilmiş.,0,√,TeyitOrg-False
